"","Batch","TIMESTAMP","pH","EC","DO","Temp","CO2","Reactor_information","Experiment"
"623","PW1MMW16","2/1/2016 21:40",8.01,0.515,9.16,4.909,38.08,"Traditional 1","UAMMW"
"624","PW1MMW16","2/1/2016 21:50",8,0.515,9.08,4.871,38.08,"Traditional 1","UAMMW"
"625","PW1MMW16","2/1/2016 22:00",7.99,0.515,9.2,4.873,38.08,"Traditional 1","UAMMW"
"626","PW1MMW16","2/1/2016 22:10",7.984,0.517,9.46,4.865,38.08,"Traditional 1","UAMMW"
"627","PW1MMW16","2/1/2016 22:20",7.99,0.518,9.37,4.84,38.08,"Traditional 1","UAMMW"
"628","PW1MMW16","2/1/2016 22:30",7.974,0.519,9.28,4.794,38.08,"Traditional 1","UAMMW"
"629","PW1MMW16","2/1/2016 22:40",7.97,0.52,9.05,4.721,38.08,"Traditional 1","UAMMW"
"630","PW1MMW16","2/1/2016 22:50",7.965,0.52,8.95,4.687,38.08,"Traditional 1","UAMMW"
"631","PW1MMW16","2/1/2016 23:00",7.962,0.521,8.78,4.671,38.08,"Traditional 1","UAMMW"
"632","PW1MMW16","2/1/2016 23:10",7.956,0.521,8.61,4.625,38.08,"Traditional 1","UAMMW"
"633","PW1MMW16","2/1/2016 23:20",7.952,0.521,8.72,4.591,38.08,"Traditional 1","UAMMW"
"634","PW1MMW16","2/1/2016 23:30",7.95,0.522,8.81,4.59,38.08,"Traditional 1","UAMMW"
"635","PW1MMW16","2/1/2016 23:40",7.946,0.523,8.66,4.557,38.08,"Traditional 1","UAMMW"
"636","PW1MMW16","2/1/2016 23:50",7.945,0.522,8.62,4.425,38.08,"Traditional 1","UAMMW"
"637","PW1MMW16","2/2/2016 0:00",7.943,0.522,8.6,4.266,38.08,"Traditional 1","UAMMW"
"638","PW1MMW16","2/2/2016 0:10",7.937,0.522,8.61,4.342,38.08,"Traditional 1","UAMMW"
"639","PW1MMW16","2/2/2016 0:20",7.932,0.522,8.52,4.327,38.08,"Traditional 1","UAMMW"
"640","PW1MMW16","2/2/2016 0:30",7.93,0.522,8.6,4.292,38.08,"Traditional 1","UAMMW"
"641","PW1MMW16","2/2/2016 0:40",7.926,0.523,8.54,4.279,38.08,"Traditional 1","UAMMW"
"642","PW1MMW16","2/2/2016 0:50",7.93,0.525,8.78,4.215,38.08,"Traditional 1","UAMMW"
"643","PW1MMW16","2/2/2016 1:00",7.938,0.525,8.7,4.177,38.08,"Traditional 1","UAMMW"
"644","PW1MMW16","2/2/2016 1:10",7.932,0.525,8.63,4.116,38.08,"Traditional 1","UAMMW"
"645","PW1MMW16","2/2/2016 1:20",7.929,0.525,8.69,4.163,38.08,"Traditional 1","UAMMW"
"646","PW1MMW16","2/2/2016 1:30",7.923,0.526,8.61,4.017,38.08,"Traditional 1","UAMMW"
"647","PW1MMW16","2/2/2016 1:40",7.917,0.527,8.37,3.964,38.08,"Traditional 1","UAMMW"
"648","PW1MMW16","2/2/2016 1:50",7.913,0.527,8.28,3.918,38.08,"Traditional 1","UAMMW"
"649","PW1MMW16","2/2/2016 2:00",7.908,0.526,8.24,3.71,38.08,"Traditional 1","UAMMW"
"650","PW1MMW16","2/2/2016 2:10",7.904,0.524,8.29,3.515,38.08,"Traditional 1","UAMMW"
"651","PW1MMW16","2/2/2016 2:20",7.899,0.517,8.49,3.085,38.08,"Traditional 1","UAMMW"
"652","PW1MMW16","2/2/2016 2:30",7.898,0.515,8.38,3.082,38.08,"Traditional 1","UAMMW"
"653","PW1MMW16","2/2/2016 2:40",7.897,0.515,8.2,2.965,38.08,"Traditional 1","UAMMW"
"654","PW1MMW16","2/2/2016 2:50",7.896,0.514,8.11,2.858,38.08,"Traditional 1","UAMMW"
"655","PW1MMW16","2/2/2016 3:00",7.893,0.513,8.14,2.801,38.08,"Traditional 1","UAMMW"
"656","PW1MMW16","2/2/2016 3:10",7.889,0.513,8.15,2.747,38.08,"Traditional 1","UAMMW"
"657","PW1MMW16","2/2/2016 3:20",7.887,0.512,8.15,2.673,38.08,"Traditional 1","UAMMW"
"658","PW1MMW16","2/2/2016 3:30",7.883,0.512,8.13,2.565,38.08,"Traditional 1","UAMMW"
"659","PW1MMW16","2/2/2016 3:40",7.881,0.512,8.11,2.478,38.08,"Traditional 1","UAMMW"
"660","PW1MMW16","2/2/2016 3:50",7.881,0.512,8.1,2.377,38.08,"Traditional 1","UAMMW"
"661","PW1MMW16","2/2/2016 4:00",7.88,0.512,8.08,2.27,38.08,"Traditional 1","UAMMW"
"662","PW1MMW16","2/2/2016 4:10",7.877,0.511,8.06,2.163,38.08,"Traditional 1","UAMMW"
"663","PW1MMW16","2/2/2016 4:20",7.873,0.511,8.04,2.029,38.08,"Traditional 1","UAMMW"
"664","PW1MMW16","2/2/2016 4:30",7.869,0.511,8.02,1.912,38.08,"Traditional 1","UAMMW"
"665","PW1MMW16","2/2/2016 4:40",7.867,0.51,7.997,1.807,38.08,"Traditional 1","UAMMW"
"666","PW1MMW16","2/2/2016 4:50",7.865,0.51,7.979,1.711,38.08,"Traditional 1","UAMMW"
"667","PW1MMW16","2/2/2016 5:00",7.862,0.511,7.961,1.655,38.08,"Traditional 1","UAMMW"
"668","PW1MMW16","2/2/2016 5:10",7.861,0.511,7.94,1.616,38.08,"Traditional 1","UAMMW"
"669","PW1MMW16","2/2/2016 5:20",7.858,0.512,7.908,1.56,38.08,"Traditional 1","UAMMW"
"670","PW1MMW16","2/2/2016 5:30",7.857,0.514,7.886,1.492,38.08,"Traditional 1","UAMMW"
"671","PW1MMW16","2/2/2016 5:40",7.855,0.525,7.862,1.422,38.08,"Traditional 1","UAMMW"
"672","PW1MMW16","2/2/2016 5:50",7.852,0.526,7.838,1.372,38.08,"Traditional 1","UAMMW"
"673","PW1MMW16","2/2/2016 6:00",7.849,0.526,7.813,1.321,38.08,"Traditional 1","UAMMW"
"674","PW1MMW16","2/2/2016 6:10",7.847,0.527,7.787,1.252,38.08,"Traditional 1","UAMMW"
"675","PW1MMW16","2/2/2016 6:20",7.845,0.527,7.746,1.208,38.08,"Traditional 1","UAMMW"
"676","PW1MMW16","2/2/2016 6:30",7.844,0.527,7.719,1.162,38.08,"Traditional 1","UAMMW"
"677","PW1MMW16","2/2/2016 6:40",7.842,0.527,7.713,1.138,38.08,"Traditional 1","UAMMW"
"678","PW1MMW16","2/2/2016 6:50",7.843,0.528,7.725,1.104,38.08,"Traditional 1","UAMMW"
"679","PW1MMW16","2/2/2016 7:00",7.845,0.528,7.7,1.045,38.08,"Traditional 1","UAMMW"
"680","PW1MMW16","2/2/2016 7:10",7.843,0.529,7.668,1.037,38.08,"Traditional 1","UAMMW"
"681","PW1MMW16","2/2/2016 7:20",7.843,0.53,7.657,1.006,38.08,"Traditional 1","UAMMW"
"682","PW1MMW16","2/2/2016 7:30",7.846,0.531,7.647,0.979,38.08,"Traditional 1","UAMMW"
"683","PW1MMW16","2/2/2016 7:40",7.849,0.533,7.624,0.978,38.08,"Traditional 1","UAMMW"
"684","PW1MMW16","2/2/2016 7:50",7.853,0.535,7.637,0.995,38.08,"Traditional 1","UAMMW"
"685","PW1MMW16","2/2/2016 8:00",7.862,0.538,7.705,1.019,38.08,"Traditional 1","UAMMW"
"686","PW1MMW16","2/2/2016 8:10",7.874,0.541,7.749,1.044,38.08,"Traditional 1","UAMMW"
"687","PW1MMW16","2/2/2016 8:20",7.886,0.546,7.758,1.103,38.08,"Traditional 1","UAMMW"
"688","PW1MMW16","2/2/2016 8:30",7.9,0.551,7.788,1.19,38.08,"Traditional 1","UAMMW"
"689","PW1MMW16","2/2/2016 8:40",8,0.582,10,0.921,38.17,"Traditional 1","UAMMW"
"690","PW1MMW16","2/2/2016 8:50",7.965,0.597,11.33,0.887,38.17,"Traditional 1","UAMMW"
"691","PW1MMW16","2/2/2016 9:00",8.02,0.6,12.06,1.013,38.17,"Traditional 1","UAMMW"
"692","PW1MMW16","2/2/2016 9:10",7.975,0.599,12.71,1.166,38.4,"Traditional 1","UAMMW"
"693","PW1MMW16","2/2/2016 9:20",7.981,0.602,13.28,1.318,38.4,"Traditional 1","UAMMW"
"694","PW1MMW16","2/2/2016 9:30",8.03,0.603,13.77,1.508,38.62,"Traditional 1","UAMMW"
"695","PW1MMW16","2/2/2016 9:40",7.952,0.603,14.19,1.703,38.62,"Traditional 1","UAMMW"
"696","PW1MMW16","2/2/2016 9:50",7.995,0.602,14.52,1.916,38.62,"Traditional 1","UAMMW"
"697","PW1MMW16","2/2/2016 10:00",8.01,0.602,14.78,2.155,38.82,"Traditional 1","UAMMW"
"698","PW1MMW16","2/2/2016 10:10",7.961,0.602,14.97,2.413,38.82,"Traditional 1","UAMMW"
"699","PW1MMW16","2/2/2016 10:20",8.01,0.6,15.11,2.696,38.82,"Traditional 1","UAMMW"
"700","PW1MMW16","2/2/2016 10:30",7.984,0.596,15.21,2.988,39.02,"Traditional 1","UAMMW"
"701","PW1MMW16","2/2/2016 10:40",7.972,0.594,15.26,3.31,39.02,"Traditional 1","UAMMW"
"702","PW1MMW16","2/2/2016 10:50",8.02,0.593,15.3,3.629,39.02,"Traditional 1","UAMMW"
"703","PW1MMW16","2/2/2016 11:00",7.973,0.592,15.31,3.942,39.21,"Traditional 1","UAMMW"
"704","PW1MMW16","2/2/2016 11:10",7.987,0.594,15.31,4.281,39.21,"Traditional 1","UAMMW"
"705","PW1MMW16","2/2/2016 11:20",8.01,0.594,15.29,4.611,39.4,"Traditional 1","UAMMW"
"706","PW1MMW16","2/2/2016 11:30",7.964,0.592,15.27,4.936,39.4,"Traditional 1","UAMMW"
"707","PW1MMW16","2/2/2016 11:40",8.01,0.59,15.26,5.264,39.4,"Traditional 1","UAMMW"
"708","PW1MMW16","2/2/2016 11:50",7.979,0.588,15.25,5.591,39.59,"Traditional 1","UAMMW"
"709","PW1MMW16","2/2/2016 12:00",7.989,0.584,15.24,5.948,39.59,"Traditional 1","UAMMW"
"710","PW1MMW16","2/2/2016 12:10",8,0.581,15.25,6.263,39.77,"Traditional 1","UAMMW"
"711","PW1MMW16","2/2/2016 12:20",7.979,0.57,15.24,6.576,39.77,"Traditional 1","UAMMW"
"712","PW1MMW16","2/2/2016 12:30",8.01,0.56,15.27,6.889,39.94,"Traditional 1","UAMMW"
"713","PW1MMW16","2/2/2016 12:40",7.984,0.554,15.31,7.18,39.94,"Traditional 1","UAMMW"
"714","PW1MMW16","2/2/2016 12:50",8,0.591,15.36,7.449,40.12,"Traditional 1","UAMMW"
"715","PW1MMW16","2/2/2016 13:00",8,0.603,15.37,7.69,40.12,"Traditional 1","UAMMW"
"716","PW1MMW16","2/2/2016 13:10",7.986,0.609,15.44,7.933,40.29,"Traditional 1","UAMMW"
"717","PW1MMW16","2/2/2016 13:20",8.01,0.604,15.56,8.16,40.46,"Traditional 1","UAMMW"
"718","PW1MMW16","2/2/2016 13:30",7.993,0.598,15.61,8.37,40.46,"Traditional 1","UAMMW"
"719","PW1MMW16","2/2/2016 13:40",7.989,0.582,15.83,8.58,40.63,"Traditional 1","UAMMW"
"720","PW1MMW16","2/2/2016 13:50",8,0.556,16.01,8.79,40.8,"Traditional 1","UAMMW"
"721","PW1MMW16","2/2/2016 14:00",8.01,0.555,16.17,8.96,40.97,"Traditional 1","UAMMW"
"722","PW1MMW16","2/2/2016 14:10",7.988,0.55,16.39,9.1,40.98,"Traditional 1","UAMMW"
"723","PW1MMW16","2/2/2016 14:20",7.993,0.547,16.41,9.18,41.15,"Traditional 1","UAMMW"
"724","PW1MMW16","2/2/2016 14:30",8,0.537,16.42,9.25,41.33,"Traditional 1","UAMMW"
"725","PW1MMW16","2/2/2016 14:40",8.01,0.532,16.64,9.34,41.5,"Traditional 1","UAMMW"
"726","PW1MMW16","2/2/2016 14:50",8.01,0.528,16.96,9.4,41.67,"Traditional 1","UAMMW"
"727","PW1MMW16","2/2/2016 15:00",7.988,0.565,17.11,9.43,41.67,"Traditional 1","UAMMW"
"728","PW1MMW16","2/2/2016 15:10",7.993,0.677,17.22,9.47,41.84,"Traditional 1","UAMMW"
"729","PW1MMW16","2/2/2016 15:20",8,0.664,16.96,9.47,42.01,"Traditional 1","UAMMW"
"730","PW1MMW16","2/2/2016 15:30",8.01,0.651,16.74,9.43,42.18,"Traditional 1","UAMMW"
"731","PW1MMW16","2/2/2016 15:40",8.01,0.643,16.63,9.4,42.36,"Traditional 1","UAMMW"
"732","PW1MMW16","2/2/2016 15:50",7.988,0.661,16.82,9.34,42.36,"Traditional 1","UAMMW"
"733","PW1MMW16","2/2/2016 16:00",7.992,0.647,16.86,9.26,42.53,"Traditional 1","UAMMW"
"734","PW1MMW16","2/2/2016 16:10",8,0.627,16.92,9.16,42.71,"Traditional 1","UAMMW"
"735","PW1MMW16","2/2/2016 16:20",8,0.616,16.73,9.02,42.71,"Traditional 1","UAMMW"
"736","PW1MMW16","2/2/2016 16:30",7.984,0.616,16.29,8.88,42.88,"Traditional 1","UAMMW"
"737","PW1MMW16","2/2/2016 16:40",8.01,0.61,16.03,8.73,43.05,"Traditional 1","UAMMW"
"738","PW1MMW16","2/2/2016 16:50",7.99,0.61,15.82,8.56,43.05,"Traditional 1","UAMMW"
"739","PW1MMW16","2/2/2016 17:00",7.994,0.624,15.58,8.37,43.22,"Traditional 1","UAMMW"
"740","PW1MMW16","2/2/2016 17:10",8,0.619,15.29,8.19,43.22,"Traditional 1","UAMMW"
"741","PW1MMW16","2/2/2016 17:20",7.992,0.613,15.04,7.995,43.39,"Traditional 1","UAMMW"
"742","PW1MMW16","2/2/2016 17:30",7.983,0.602,14.72,7.797,43.39,"Traditional 1","UAMMW"
"743","PW1MMW16","2/2/2016 17:40",8.03,0.596,14.36,7.577,43.39,"Traditional 1","UAMMW"
"744","PW1MMW16","2/2/2016 17:50",7.97,0.593,13.92,7.308,43.56,"Traditional 1","UAMMW"
"745","PW1MMW16","2/2/2016 18:00",7.972,0.588,13.5,7.077,43.56,"Traditional 1","UAMMW"
"746","PW1MMW16","2/2/2016 18:10",7.99,0.561,12.5,6.852,43.56,"Traditional 1","UAMMW"
"747","PW1MMW16","2/2/2016 18:20",7.989,0.56,11.97,6.656,43.56,"Traditional 1","UAMMW"
"748","PW1MMW16","2/2/2016 18:30",7.988,0.559,11.74,6.468,43.56,"Traditional 1","UAMMW"
"749","PW1MMW16","2/2/2016 18:40",7.985,0.558,11.38,6.293,43.56,"Traditional 1","UAMMW"
"750","PW1MMW16","2/2/2016 18:50",7.978,0.557,11.23,6.184,43.56,"Traditional 1","UAMMW"
"751","PW1MMW16","2/2/2016 19:00",7.971,0.557,10.97,6.041,43.56,"Traditional 1","UAMMW"
"752","PW1MMW16","2/2/2016 19:10",7.965,0.557,10.87,5.922,43.56,"Traditional 1","UAMMW"
"753","PW1MMW16","2/2/2016 19:20",7.963,0.556,10.9,5.775,43.56,"Traditional 1","UAMMW"
"754","PW1MMW16","2/2/2016 19:30",7.962,0.556,10.84,5.649,43.56,"Traditional 1","UAMMW"
"755","PW1MMW16","2/2/2016 19:40",7.968,0.556,10.84,5.51,43.56,"Traditional 1","UAMMW"
"756","PW1MMW16","2/2/2016 19:50",8.07,0.556,10.76,5.4,43.56,"Traditional 1","UAMMW"
"757","PW1MMW16","2/2/2016 20:00",8.05,0.556,10.73,5.238,43.56,"Traditional 1","UAMMW"
"758","PW1MMW16","2/2/2016 20:10",8.05,0.555,10.68,5.1,43.56,"Traditional 1","UAMMW"
"759","PW1MMW16","2/2/2016 20:20",8.03,0.556,10.62,4.974,43.56,"Traditional 1","UAMMW"
"760","PW1MMW16","2/2/2016 20:30",8.01,0.556,10.61,4.795,43.56,"Traditional 1","UAMMW"
"761","PW1MMW16","2/2/2016 20:40",7.982,0.556,10.6,4.69,43.56,"Traditional 1","UAMMW"
"762","PW1MMW16","2/2/2016 20:50",7.957,0.556,10.54,4.569,43.56,"Traditional 1","UAMMW"
"763","PW1MMW16","2/2/2016 21:00",7.955,0.556,10.48,4.406,43.56,"Traditional 1","UAMMW"
"764","PW1MMW16","2/2/2016 21:10",7.949,0.555,10.46,4.287,43.56,"Traditional 1","UAMMW"
"765","PW1MMW16","2/2/2016 21:20",7.94,0.553,10.44,4.158,43.56,"Traditional 1","UAMMW"
"766","PW1MMW16","2/2/2016 21:30",7.943,0.545,10.47,4.031,43.56,"Traditional 1","UAMMW"
"767","PW1MMW16","2/2/2016 21:40",7.941,0.543,10.43,3.905,43.56,"Traditional 1","UAMMW"
"768","PW1MMW16","2/2/2016 21:50",7.932,0.541,10.41,3.669,43.56,"Traditional 1","UAMMW"
"769","PW1MMW16","2/2/2016 22:00",7.919,0.539,10.39,3.394,43.56,"Traditional 1","UAMMW"
"770","PW1MMW16","2/2/2016 22:10",7.91,0.538,10.37,3.316,43.56,"Traditional 1","UAMMW"
"771","PW1MMW16","2/2/2016 22:20",7.894,0.534,10.35,3.106,43.56,"Traditional 1","UAMMW"
"772","PW1MMW16","2/2/2016 22:30",7.888,0.532,10.33,2.996,43.56,"Traditional 1","UAMMW"
"773","PW1MMW16","2/2/2016 22:40",7.883,0.533,10.3,2.904,43.56,"Traditional 1","UAMMW"
"774","PW1MMW16","2/2/2016 22:50",7.879,0.532,10.23,2.685,43.56,"Traditional 1","UAMMW"
"775","PW1MMW16","2/2/2016 23:00",7.874,0.544,10.18,2.668,43.56,"Traditional 1","UAMMW"
"776","PW1MMW16","2/2/2016 23:10",7.87,0.545,10.14,2.457,43.56,"Traditional 1","UAMMW"
"777","PW1MMW16","2/2/2016 23:20",7.867,0.543,10.14,2.19,43.56,"Traditional 1","UAMMW"
"778","PW1MMW16","2/2/2016 23:30",7.864,0.542,10.12,2.04,43.56,"Traditional 1","UAMMW"
"779","PW1MMW16","2/2/2016 23:40",7.86,0.542,10.09,1.902,43.56,"Traditional 1","UAMMW"
"780","PW1MMW16","2/2/2016 23:50",7.855,0.542,10.05,1.801,43.56,"Traditional 1","UAMMW"
"781","PW1MMW16","2/3/2016 0:00",7.851,0.542,10.02,1.717,43.56,"Traditional 1","UAMMW"
"782","PW1MMW16","2/3/2016 0:10",7.847,0.542,9.98,1.587,43.56,"Traditional 1","UAMMW"
"783","PW1MMW16","2/3/2016 0:20",7.842,0.543,9.93,1.496,43.56,"Traditional 1","UAMMW"
"784","PW1MMW16","2/3/2016 0:30",7.839,0.543,9.89,1.444,43.56,"Traditional 1","UAMMW"
"785","PW1MMW16","2/3/2016 0:40",7.837,0.543,9.84,1.4,43.56,"Traditional 1","UAMMW"
"786","PW1MMW16","2/3/2016 0:50",7.833,0.543,9.79,1.369,43.56,"Traditional 1","UAMMW"
"787","PW1MMW16","2/3/2016 1:00",7.83,0.543,9.74,1.313,43.56,"Traditional 1","UAMMW"
"788","PW1MMW16","2/3/2016 1:10",7.834,0.544,9.69,1.247,43.56,"Traditional 1","UAMMW"
"789","PW1MMW16","2/3/2016 1:20",7.832,0.545,9.65,1.21,43.56,"Traditional 1","UAMMW"
"790","PW1MMW16","2/3/2016 1:30",7.828,0.545,9.61,1.134,43.56,"Traditional 1","UAMMW"
"791","PW1MMW16","2/3/2016 1:40",7.826,0.546,9.56,1.082,43.56,"Traditional 1","UAMMW"
"792","PW1MMW16","2/3/2016 1:50",7.825,0.546,9.52,1.031,43.56,"Traditional 1","UAMMW"
"793","PW1MMW16","2/3/2016 2:00",7.82,0.546,9.48,0.976,43.56,"Traditional 1","UAMMW"
"794","PW1MMW16","2/3/2016 2:10",7.816,0.547,9.44,0.949,43.56,"Traditional 1","UAMMW"
"795","PW1MMW16","2/3/2016 2:20",7.811,0.547,9.39,0.931,43.56,"Traditional 1","UAMMW"
"796","PW1MMW16","2/3/2016 2:30",7.809,0.548,9.34,0.865,43.56,"Traditional 1","UAMMW"
"797","PW1MMW16","2/3/2016 2:40",7.806,0.548,9.29,0.813,43.56,"Traditional 1","UAMMW"
"798","PW1MMW16","2/3/2016 2:50",7.808,0.549,9.26,0.775,43.56,"Traditional 1","UAMMW"
"799","PW1MMW16","2/3/2016 3:00",7.805,0.549,9.22,0.74,43.56,"Traditional 1","UAMMW"
"800","PW1MMW16","2/3/2016 3:10",7.803,0.549,9.18,0.699,43.56,"Traditional 1","UAMMW"
"801","PW1MMW16","2/3/2016 3:20",7.803,0.55,9.14,0.711,43.56,"Traditional 1","UAMMW"
"802","PW1MMW16","2/3/2016 3:30",7.801,0.55,9.1,0.69,43.56,"Traditional 1","UAMMW"
"803","PW1MMW16","2/3/2016 3:40",7.799,0.551,9.07,0.651,43.56,"Traditional 1","UAMMW"
"804","PW1MMW16","2/3/2016 3:50",7.799,0.551,9.03,0.612,43.56,"Traditional 1","UAMMW"
"805","PW1MMW16","2/3/2016 4:00",7.797,0.552,8.97,0.535,43.56,"Traditional 1","UAMMW"
"806","PW1MMW16","2/3/2016 4:10",7.791,0.553,8.93,0.515,43.56,"Traditional 1","UAMMW"
"807","PW1MMW16","2/3/2016 4:20",7.792,0.553,8.85,0.516,43.56,"Traditional 1","UAMMW"
"808","PW1MMW16","2/3/2016 4:30",7.788,0.554,8.81,0.447,43.56,"Traditional 1","UAMMW"
"809","PW1MMW16","2/3/2016 4:40",7.787,0.554,8.8,0.427,43.56,"Traditional 1","UAMMW"
"810","PW1MMW16","2/3/2016 4:50",7.787,0.555,8.79,0.388,43.56,"Traditional 1","UAMMW"
"811","PW1MMW16","2/3/2016 5:00",7.783,0.556,8.74,0.335,43.56,"Traditional 1","UAMMW"
"812","PW1MMW16","2/3/2016 5:10",7.779,0.556,8.72,0.311,43.56,"Traditional 1","UAMMW"
"813","PW1MMW16","2/3/2016 5:20",7.778,0.556,8.71,0.308,43.56,"Traditional 1","UAMMW"
"814","PW1MMW16","2/3/2016 5:30",7.777,0.557,8.69,0.273,43.56,"Traditional 1","UAMMW"
"815","PW1MMW16","2/3/2016 5:40",7.774,0.557,8.66,0.261,43.56,"Traditional 1","UAMMW"
"816","PW1MMW16","2/3/2016 5:50",7.771,0.558,8.65,0.208,43.56,"Traditional 1","UAMMW"
"817","PW1MMW16","2/3/2016 6:00",7.772,0.559,8.65,0.194,43.56,"Traditional 1","UAMMW"
"818","PW1MMW16","2/3/2016 6:10",7.771,0.559,8.63,0.16,43.56,"Traditional 1","UAMMW"
"819","PW1MMW16","2/3/2016 6:20",7.77,0.56,8.6,0.147,43.56,"Traditional 1","UAMMW"
"820","PW1MMW16","2/3/2016 6:30",7.769,0.561,8.59,0.12,43.56,"Traditional 1","UAMMW"
"821","PW1MMW16","2/3/2016 6:40",7.766,0.562,8.56,0.065,43.56,"Traditional 1","UAMMW"
"822","PW1MMW16","2/3/2016 6:50",7.765,0.562,8.54,0.045,43.56,"Traditional 1","UAMMW"
"823","PW1MMW16","2/3/2016 7:00",7.763,0.563,8.54,0.02,43.56,"Traditional 1","UAMMW"
"824","PW1MMW16","2/3/2016 7:10",7.761,0.564,8.51,-0.001,43.56,"Traditional 1","UAMMW"
"825","PW1MMW16","2/3/2016 7:20",7.762,0.565,8.49,-0.018,43.56,"Traditional 1","UAMMW"
"826","PW1MMW16","2/3/2016 7:30",7.762,0.566,8.52,-0.016,43.56,"Traditional 1","UAMMW"
"827","PW1MMW16","2/3/2016 7:40",7.763,0.568,8.51,-0.029,43.56,"Traditional 1","UAMMW"
"828","PW1MMW16","2/3/2016 7:50",7.77,0.57,8.54,-0.001,43.56,"Traditional 1","UAMMW"
"829","PW1MMW16","2/3/2016 8:00",7.779,0.573,8.54,0.022,43.56,"Traditional 1","UAMMW"
"830","PW1MMW16","2/3/2016 8:10",7.79,0.577,8.58,0.068,43.56,"Traditional 1","UAMMW"
"831","PW1MMW16","2/3/2016 8:20",7.804,0.582,8.69,0.124,43.56,"Traditional 1","UAMMW"
"832","PW1MMW16","2/3/2016 8:30",7.833,0.594,8.97,0.173,43.56,"Traditional 1","UAMMW"
"833","PW1MMW16","2/3/2016 8:40",7.925,0.649,11.96,0.128,43.56,"Traditional 1","UAMMW"
"834","PW1MMW16","2/3/2016 8:50",7.973,0.659,12.72,0.089,43.56,"Traditional 1","UAMMW"
"835","PW1MMW16","2/3/2016 9:00",8.02,0.675,13.2,0.084,43.56,"Traditional 1","UAMMW"
"836","PW1MMW16","2/3/2016 9:10",7.987,0.684,13.58,0.021,43.68,"Traditional 1","UAMMW"
"837","PW1MMW16","2/3/2016 9:20",7.959,0.577,13.2,0.071,43.68,"Traditional 1","UAMMW"
"838","PW1MMW16","2/3/2016 9:30",7.973,0.568,12.52,0.15,43.68,"Traditional 1","UAMMW"
"839","PW1MMW16","2/3/2016 9:40",8.02,0.565,13.61,0.225,43.68,"Traditional 1","UAMMW"
"840","PW1MMW16","2/3/2016 9:50",8.03,0.564,13.27,0.277,43.68,"Traditional 1","UAMMW"
"841","PW1MMW16","2/3/2016 10:00",8.02,0.564,14,0.352,43.98,"Traditional 1","UAMMW"
"842","PW1MMW16","2/3/2016 10:10",7.951,0.565,15.47,0.256,43.98,"Traditional 1","UAMMW"
"843","PW1MMW16","2/3/2016 10:20",7.986,0.632,15.09,0.316,43.98,"Traditional 1","UAMMW"
"844","PW1MMW16","2/3/2016 10:30",8.02,0.72,15.48,0.315,43.98,"Traditional 1","UAMMW"
"845","PW1MMW16","2/3/2016 10:40",7.975,0.71,15.37,0.342,44.21,"Traditional 1","UAMMW"
"846","PW1MMW16","2/3/2016 10:50",7.969,0.698,15.19,0.38,44.21,"Traditional 1","UAMMW"
"847","PW1MMW16","2/3/2016 11:00",8.01,0.69,14.99,0.456,44.21,"Traditional 1","UAMMW"
"848","PW1MMW16","2/3/2016 11:10",8.03,0.685,14.81,0.589,44.44,"Traditional 1","UAMMW"
"849","PW1MMW16","2/3/2016 11:20",7.941,0.684,14.7,0.807,44.44,"Traditional 1","UAMMW"
"850","PW1MMW16","2/3/2016 11:30",7.98,0.688,14.76,1.237,44.44,"Traditional 1","UAMMW"
"851","PW1MMW16","2/3/2016 11:40",8.02,0.69,14.84,1.776,44.44,"Traditional 1","UAMMW"
"852","PW1MMW16","2/3/2016 11:50",8.02,0.691,14.85,2.277,44.64,"Traditional 1","UAMMW"
"853","PW1MMW16","2/3/2016 12:00",7.94,0.692,14.82,2.78,44.64,"Traditional 1","UAMMW"
"854","PW1MMW16","2/3/2016 12:10",7.977,0.693,14.79,3.273,44.64,"Traditional 1","UAMMW"
"855","PW1MMW16","2/3/2016 12:20",8.02,0.694,14.75,3.788,44.64,"Traditional 1","UAMMW"
"856","PW1MMW16","2/3/2016 12:30",7.99,0.694,14.72,4.28,44.83,"Traditional 1","UAMMW"
"857","PW1MMW16","2/3/2016 12:40",7.978,0.695,14.7,4.751,44.83,"Traditional 1","UAMMW"
"858","PW1MMW16","2/3/2016 12:50",8.02,0.695,14.71,5.205,44.83,"Traditional 1","UAMMW"
"859","PW1MMW16","2/3/2016 13:00",7.975,0.696,14.74,5.655,45.02,"Traditional 1","UAMMW"
"860","PW1MMW16","2/3/2016 13:10",7.997,0.695,14.78,6.088,45.02,"Traditional 1","UAMMW"
"861","PW1MMW16","2/3/2016 13:20",7.994,0.695,14.85,6.499,45.2,"Traditional 1","UAMMW"
"862","PW1MMW16","2/3/2016 13:30",7.997,0.695,14.94,6.904,45.2,"Traditional 1","UAMMW"
"863","PW1MMW16","2/3/2016 13:40",7.994,0.694,15.06,7.287,45.39,"Traditional 1","UAMMW"
"864","PW1MMW16","2/3/2016 13:50",8,0.697,15.19,7.665,45.39,"Traditional 1","UAMMW"
"865","PW1MMW16","2/3/2016 14:00",7.993,0.698,15.3,8,45.57,"Traditional 1","UAMMW"
"866","PW1MMW16","2/3/2016 14:10",8.02,0.696,15.45,8.34,45.76,"Traditional 1","UAMMW"
"867","PW1MMW16","2/3/2016 14:20",7.983,0.696,15.59,8.61,45.76,"Traditional 1","UAMMW"
