"OD750","OD680","Observation_Date_Time"
0.759,1.124,"2/2/2015 9:00:00 AM"
0.94,1.54,"2/2/2015 9:00:00 AM"
1.09,1.84,"2/2/2015 9:00:00 AM"
1.17,1.89,"2/2/2015 9:00:00 AM"
1.79,2.94,"2/2/2015 9:00:00 AM"
1.88,3.02,"2/2/2015 9:00:00 AM"
2.02,3.26,"2/2/2015 9:00:00 AM"
1.46,2.069,"2/20/2015 10:00:00 AM"
1.765,2.165,"2/20/2015 10:00:00 AM"
1.883,2.315,"2/20/2015 10:00:00 AM"
3.51,3.51,"2/20/2015 12:00:00 AM"
0.36,0.57,"2/20/2015 2:30:00 PM"
0.66,0.42,"2/20/2015 2:30:00 PM"
0.44,0.7,"2/20/2015 2:30:00 PM"
1.4,2.32,"2/20/2015 2:30:00 PM"
1.45,2.38,"2/20/2015 2:30:00 PM"
1.48,2.42,"2/20/2015 2:30:00 PM"
0.64,0.42,"2/20/2015 9:00:00 AM"
0.39,0.6,"2/20/2015 9:00:00 AM"
0.47,0.7,"2/20/2015 9:00:00 AM"
1.31,2.11,"2/20/2015 9:00:00 AM"
1.46,2.069,"2/20/2015 9:00:00 AM"
1.46,2.069,"2/20/2015 9:00:00 AM"
1.28,2.13,"2/20/2015 9:00:00 AM"
1.38,2.24,"2/20/2015 9:00:00 AM"
1.765,2.165,"2/20/2015 9:00:00 AM"
1.765,2.165,"2/20/2015 9:00:00 AM"
1.883,2.315,"2/20/2015 9:00:00 AM"
1.883,2.315,"2/20/2015 9:00:00 AM"
1.883,2.315,"2/20/2015 9:00:00 AM"
"NA","NA","2/21/2015 1:30:00 PM"
1.756,2.242,"2/21/2015 10:00:00 AM"
1.848,2.348,"2/21/2015 10:00:00 AM"
1.973,2.502,"2/21/2015 10:00:00 AM"
0.53,0.675,"2/21/2015 2:00:00 PM"
0.53,0.675,"2/21/2015 2:00:00 PM"
0.53,0.675,"2/21/2015 2:00:00 PM"
0.572,0.701,"2/21/2015 2:00:00 PM"
0.572,0.701,"2/21/2015 2:00:00 PM"
"NA","NA","2/21/2015 2:30:00 PM"
"NA","NA","2/21/2015 2:30:00 PM"
"NA","NA","2/21/2015 2:30:00 PM"
0.53,0.675,"2/21/2015 3:00:00 PM"
0.572,0.701,"2/21/2015 3:00:00 PM"
"NA","NA","2/21/2015 9:00:00 AM"
"NA","NA","2/21/2015 9:00:00 AM"
"NA","NA","2/21/2015 9:00:00 AM"
0.73,0.47,"2/21/2015 9:00:00 AM"
0.44,0.65,"2/21/2015 9:00:00 AM"
0.52,0.77,"2/21/2015 9:00:00 AM"
1.756,2.242,"2/21/2015 9:00:00 AM"
1.756,2.242,"2/21/2015 9:00:00 AM"
1.848,2.348,"2/21/2015 9:00:00 AM"
1.848,2.348,"2/21/2015 9:00:00 AM"
1.973,2.502,"2/21/2015 9:00:00 AM"
1.973,2.502,"2/21/2015 9:00:00 AM"
1.973,2.502,"2/21/2015 9:00:00 AM"
"NA","NA","2/22/2015 2:30:00 PM"
"NA","NA","2/22/2015 2:30:00 PM"
"NA","NA","2/22/2015 2:30:00 PM"
"NA","NA","2/22/2015 9:00:00 AM"
"NA","NA","2/22/2015 9:00:00 AM"
"NA","NA","2/22/2015 9:00:00 AM"
0.619,0.784,"2/23/2015 10:00:00 AM"
0.653,0.839,"2/23/2015 10:00:00 AM"
1.599,2.291,"2/23/2015 10:00:00 AM"
0.619,0.784,"2/23/2015 9:00:00 AM"
0.619,0.784,"2/23/2015 9:00:00 AM"
0.653,0.839,"2/23/2015 9:00:00 AM"
0.653,0.839,"2/23/2015 9:00:00 AM"
0.653,0.839,"2/23/2015 9:00:00 AM"
1.599,2.291,"2/23/2015 9:00:00 AM"
1.599,2.291,"2/23/2015 9:00:00 AM"
0.732,0.97,"2/24/2015 10:00:00 AM"
0.765,1.028,"2/24/2015 10:00:00 AM"
1.965,2.568,"2/24/2015 10:00:00 AM"
0.732,0.97,"2/24/2015 9:00:00 AM"
0.732,0.97,"2/24/2015 9:00:00 AM"
0.765,1.028,"2/24/2015 9:00:00 AM"
0.765,1.028,"2/24/2015 9:00:00 AM"
0.765,1.028,"2/24/2015 9:00:00 AM"
1.965,2.568,"2/24/2015 9:00:00 AM"
1.965,2.568,"2/24/2015 9:00:00 AM"
0.838,1.058,"2/25/2015 10:00:00 AM"
0.89,1.126,"2/25/2015 10:00:00 AM"
2.02,2.613,"2/25/2015 10:00:00 AM"
2.26,2.903,"2/25/2015 2:10:00 PM"
2.26,2.903,"2/25/2015 2:10:00 PM"
1.92,3.11,"2/25/2015 2:30:00 PM"
1.94,3.13,"2/25/2015 2:30:00 PM"
2.02,3.22,"2/25/2015 2:30:00 PM"
2.26,2.903,"2/25/2015 3:10:00 PM"
0.837,1.173,"2/25/2015 3:25:00 PM"
0.837,1.173,"2/25/2015 3:25:00 PM"
0.838,1.058,"2/25/2015 9:00:00 AM"
0.838,1.058,"2/25/2015 9:00:00 AM"
0.89,1.126,"2/25/2015 9:00:00 AM"
0.89,1.126,"2/25/2015 9:00:00 AM"
0.89,1.126,"2/25/2015 9:00:00 AM"
2.02,2.613,"2/25/2015 9:00:00 AM"
2.02,2.613,"2/25/2015 9:00:00 AM"
0.915,1.153,"2/26/2015 10:00:00 AM"
0.967,1.223,"2/26/2015 10:00:00 AM"
0.53,0.83,"2/26/2015 2:30:00 PM"
0.59,0.91,"2/26/2015 2:30:00 PM"
0.38,0.58,"2/26/2015 2:30:00 PM"
1.99,3.25,"2/26/2015 2:30:00 PM"
2.08,3.33,"2/26/2015 2:30:00 PM"
2.1,3.42,"2/26/2015 2:30:00 PM"
0.62,0.89,"2/26/2015 9:00:00 AM"
0.63,0.95,"2/26/2015 9:00:00 AM"
0.64,0.92,"2/26/2015 9:00:00 AM"
1.84,3.03,"2/26/2015 9:00:00 AM"
1.92,3.15,"2/26/2015 9:00:00 AM"
2.07,3.29,"2/26/2015 9:00:00 AM"
0.915,1.153,"2/26/2015 9:00:00 AM"
0.915,1.153,"2/26/2015 9:00:00 AM"
0.932,1.221,"2/26/2015 9:00:00 AM"
0.932,1.221,"2/26/2015 9:00:00 AM"
0.967,1.223,"2/26/2015 9:00:00 AM"
0.967,1.223,"2/26/2015 9:00:00 AM"
0.967,1.223,"2/26/2015 9:00:00 AM"
0.6,0.89,"2/27/2015 9:00:00 AM"
0.6,0.9,"2/27/2015 9:00:00 AM"
0.64,0.94,"2/27/2015 9:00:00 AM"
0.912,1.161,"2/27/2015 9:00:00 AM"
0.912,1.161,"2/27/2015 9:00:00 AM"
0.926,1.189,"2/27/2015 9:00:00 AM"
0.926,1.189,"2/27/2015 9:00:00 AM"
0.943,1.194,"2/27/2015 9:00:00 AM"
0.865,1.115,"2/28/2015 9:00:00 AM"
0.865,1.115,"2/28/2015 9:00:00 AM"
1.07,1.385,"2/28/2015 9:00:00 AM"
1.07,1.385,"2/28/2015 9:00:00 AM"
1.07,1.385,"2/28/2015 9:00:00 AM"
1.08,1.387,"2/28/2015 9:00:00 AM"
1.08,1.387,"2/28/2015 9:00:00 AM"
0.914,1.246,"2/3/2015 10:00:00 AM"
0.994,1.358,"2/3/2015 10:00:00 AM"
0.999,1.375,"2/3/2015 10:00:00 AM"
1.161,1.161,"2/3/2015 12:00:00 AM"
1.272,1.272,"2/3/2015 12:00:00 AM"
1.395,1.395,"2/3/2015 12:00:00 AM"
2.202,2.202,"2/3/2015 12:00:00 AM"
1.15,1.76,"2/3/2015 2:30:00 PM"
1.24,2.03,"2/3/2015 2:30:00 PM"
1.29,2.09,"2/3/2015 2:30:00 PM"
2,3.27,"2/3/2015 2:30:00 PM"
1.99,3.32,"2/3/2015 2:30:00 PM"
2.21,3.63,"2/3/2015 2:30:00 PM"
0.97,1.6,"2/3/2015 9:00:00 AM"
1.8,2.98,"2/3/2015 9:00:00 AM"
1.09,1.83,"2/3/2015 9:00:00 AM"
1.18,1.95,"2/3/2015 9:00:00 AM"
1.98,3.21,"2/3/2015 9:00:00 AM"
2.02,3.34,"2/3/2015 9:00:00 AM"
0.914,1.246,"2/3/2015 9:00:00 AM"
0.914,1.246,"2/3/2015 9:00:00 AM"
0.994,1.358,"2/3/2015 9:00:00 AM"
0.994,1.358,"2/3/2015 9:00:00 AM"
0.994,1.358,"2/3/2015 9:00:00 AM"
0.999,1.375,"2/3/2015 9:00:00 AM"
0.999,1.375,"2/3/2015 9:00:00 AM"
0.939,1.251,"2/4/2015 10:00:00 AM"
1.038,1.384,"2/4/2015 10:00:00 AM"
1.16,1.618,"2/4/2015 10:00:00 AM"
0.72,1.14,"2/4/2015 11:30:00 AM"
0.72,1.18,"2/4/2015 11:30:00 AM"
0.77,1.25,"2/4/2015 11:30:00 AM"
1.17,1.83,"2/4/2015 11:30:00 AM"
1.36,2.17,"2/4/2015 11:30:00 AM"
1.38,2.21,"2/4/2015 11:30:00 AM"
1.524,1.524,"2/4/2015 12:00:00 AM"
1.395,1.395,"2/4/2015 12:00:00 AM"
1.257,1.257,"2/4/2015 12:00:00 AM"
2.238,2.238,"2/4/2015 12:00:00 AM"
1.08,1.75,"2/4/2015 2:30:00 PM"
1.29,2.1,"2/4/2015 2:30:00 PM"
1.32,2.16,"2/4/2015 2:30:00 PM"
0.79,1.25,"2/4/2015 2:30:00 PM"
0.8,1.26,"2/4/2015 2:30:00 PM"
0.87,1.39,"2/4/2015 2:30:00 PM"
0.939,1.251,"2/4/2015 9:00:00 AM"
0.939,1.251,"2/4/2015 9:00:00 AM"
1.038,1.384,"2/4/2015 9:00:00 AM"
1.038,1.384,"2/4/2015 9:00:00 AM"
1.038,1.384,"2/4/2015 9:00:00 AM"
1.16,1.618,"2/4/2015 9:00:00 AM"
1.16,1.618,"2/4/2015 9:00:00 AM"
1,1.66,"2/4/2015 9:00:00 AM"
1.13,1.91,"2/4/2015 9:00:00 AM"
1.17,1.97,"2/4/2015 9:00:00 AM"
1.93,3.24,"2/4/2015 9:00:00 AM"
2.05,3.36,"2/4/2015 9:00:00 AM"
2.16,3.57,"2/4/2015 9:00:00 AM"
1.042,1.408,"2/5/2015 10:00:00 AM"
1.045,1.419,"2/5/2015 10:00:00 AM"
1.094,1.481,"2/5/2015 10:00:00 AM"
1.5,1.5,"2/5/2015 12:00:00 AM"
1.674,1.674,"2/5/2015 12:00:00 AM"
1.782,1.782,"2/5/2015 12:00:00 AM"
2.274,2.274,"2/5/2015 12:00:00 AM"
0.37,0.61,"2/5/2015 2:30:00 PM"
0.44,0.71,"2/5/2015 2:30:00 PM"
0.47,0.74,"2/5/2015 2:30:00 PM"
0.82,1.35,"2/5/2015 2:30:00 PM"
0.86,1.39,"2/5/2015 2:30:00 PM"
0.9,1.5,"2/5/2015 2:30:00 PM"
0.36,0.58,"2/5/2015 9:00:00 AM"
0.36,0.62,"2/5/2015 9:00:00 AM"
0.44,0.73,"2/5/2015 9:00:00 AM"
0.73,1.22,"2/5/2015 9:00:00 AM"
0.8,1.29,"2/5/2015 9:00:00 AM"
0.84,1.39,"2/5/2015 9:00:00 AM"
1.042,1.408,"2/5/2015 9:00:00 AM"
1.042,1.408,"2/5/2015 9:00:00 AM"
1.045,1.419,"2/5/2015 9:00:00 AM"
1.045,1.419,"2/5/2015 9:00:00 AM"
1.094,1.481,"2/5/2015 9:00:00 AM"
1.094,1.481,"2/5/2015 9:00:00 AM"
1.094,1.481,"2/5/2015 9:00:00 AM"
1.121,1.512,"2/6/2015 10:00:00 AM"
1.178,1.607,"2/6/2015 10:00:00 AM"
1.225,1.668,"2/6/2015 10:00:00 AM"
1.698,1.698,"2/6/2015 12:00:00 AM"
1.926,1.926,"2/6/2015 12:00:00 AM"
1.95,1.95,"2/6/2015 12:00:00 AM"
2.382,2.382,"2/6/2015 12:00:00 AM"
0.49,0.73,"2/6/2015 2:30:00 PM"
0.49,0.75,"2/6/2015 2:30:00 PM"
0.56,0.86,"2/6/2015 2:30:00 PM"
0.95,1.56,"2/6/2015 2:30:00 PM"
0.97,1.55,"2/6/2015 2:30:00 PM"
1.1,1.75,"2/6/2015 2:30:00 PM"
1.121,1.512,"2/6/2015 9:00:00 AM"
1.121,1.512,"2/6/2015 9:00:00 AM"
1.178,1.607,"2/6/2015 9:00:00 AM"
1.178,1.607,"2/6/2015 9:00:00 AM"
1.225,1.668,"2/6/2015 9:00:00 AM"
1.225,1.668,"2/6/2015 9:00:00 AM"
1.225,1.668,"2/6/2015 9:00:00 AM"
1.177,1.586,"2/7/2015 10:00:00 AM"
1.264,1.738,"2/7/2015 10:00:00 AM"
1.302,1.767,"2/7/2015 10:00:00 AM"
"NA","NA","2/7/2015 9:00:00 AM"
"NA","NA","2/7/2015 9:00:00 AM"
"NA","NA","2/7/2015 9:00:00 AM"
"NA","NA","2/7/2015 9:00:00 AM"
"NA","NA","2/7/2015 9:00:00 AM"
"NA","NA","2/7/2015 9:00:00 AM"
1.177,1.586,"2/7/2015 9:00:00 AM"
1.177,1.586,"2/7/2015 9:00:00 AM"
1.264,1.738,"2/7/2015 9:00:00 AM"
1.264,1.738,"2/7/2015 9:00:00 AM"
1.302,1.767,"2/7/2015 9:00:00 AM"
1.302,1.767,"2/7/2015 9:00:00 AM"
1.302,1.767,"2/7/2015 9:00:00 AM"
"NA","NA","2/8/2015 9:00:00 AM"
"NA","NA","2/8/2015 9:00:00 AM"
"NA","NA","2/8/2015 9:00:00 AM"
"NA","NA","2/8/2015 9:00:00 AM"
"NA","NA","2/8/2015 9:00:00 AM"
"NA","NA","2/8/2015 9:00:00 AM"
1.218,1.657,"2/9/2015 10:20:00 AM"
1.284,1.737,"2/9/2015 10:20:00 AM"
1.494,2.1,"2/9/2015 10:20:00 AM"
0.63,0.92,"2/9/2015 2:30:00 PM"
0.74,1.12,"2/9/2015 2:30:00 PM"
0.79,1.25,"2/9/2015 2:30:00 PM"
1.53,2.51,"2/9/2015 2:30:00 PM"
1.64,2.65,"2/9/2015 2:30:00 PM"
1.68,2.73,"2/9/2015 2:30:00 PM"
0.54,0.87,"2/9/2015 9:00:00 AM"
0.63,0.99,"2/9/2015 9:00:00 AM"
0.61,1.04,"2/9/2015 9:00:00 AM"
1.5,2.38,"2/9/2015 9:00:00 AM"
1.38,2.26,"2/9/2015 9:00:00 AM"
1.46,2.35,"2/9/2015 9:00:00 AM"
1.218,1.657,"2/9/2015 9:20:00 AM"
1.218,1.657,"2/9/2015 9:20:00 AM"
1.284,1.737,"2/9/2015 9:20:00 AM"
1.284,1.737,"2/9/2015 9:20:00 AM"
1.284,1.737,"2/9/2015 9:20:00 AM"
1.494,2.1,"2/9/2015 9:20:00 AM"
1.494,2.1,"2/9/2015 9:20:00 AM"
0.9,1.43,"3/10/2015 2:30:00 PM"
0.84,1.38,"3/10/2015 2:30:00 PM"
0.87,1.41,"3/10/2015 2:30:00 PM"
2.62,4.35,"3/10/2015 2:30:00 PM"
2.64,4.38,"3/10/2015 2:30:00 PM"
2.74,4.48,"3/10/2015 2:30:00 PM"
2.39,3.89,"3/10/2015 9:00:00 AM"
2.48,4,"3/10/2015 9:00:00 AM"
2.42,3.9,"3/10/2015 9:00:00 AM"
0.797,1.131,"3/10/2015 9:00:00 AM"
0.797,1.131,"3/10/2015 9:00:00 AM"
0.846,1.2,"3/10/2015 9:00:00 AM"
0.846,1.2,"3/10/2015 9:00:00 AM"
0.846,1.2,"3/10/2015 9:00:00 AM"
0.85,1.31,"3/10/2015 9:00:00 AM"
0.84,1.33,"3/10/2015 9:00:00 AM"
0.85,1.34,"3/10/2015 9:00:00 AM"
0.94,1.55,"3/11/2015 1:00:00 PM"
1.04,1.71,"3/11/2015 1:00:00 PM"
0.96,1.57,"3/11/2015 1:00:00 PM"
0.99,1.62,"3/11/2015 1:00:00 PM"
0.99,1.56,"3/11/2015 1:00:00 PM"
0.99,1.58,"3/11/2015 1:00:00 PM"
0.99,1.59,"3/11/2015 2:30:00 PM"
1.09,1.72,"3/11/2015 2:30:00 PM"
1.09,1.73,"3/11/2015 2:30:00 PM"
1.09,1.74,"3/11/2015 2:30:00 PM"
1.14,1.77,"3/11/2015 2:30:00 PM"
1.16,1.86,"3/11/2015 2:30:00 PM"
0.955,1.244,"3/11/2015 9:00:00 AM"
0.955,1.244,"3/11/2015 9:00:00 AM"
1.055,1.368,"3/11/2015 9:00:00 AM"
1.055,1.368,"3/11/2015 9:00:00 AM"
1.055,1.368,"3/11/2015 9:00:00 AM"
2.67,4.35,"3/11/2015 9:00:00 AM"
2.65,4.31,"3/11/2015 9:00:00 AM"
2.71,4.43,"3/11/2015 9:00:00 AM"
0.98,1.54,"3/11/2015 9:00:00 AM"
1.01,1.58,"3/11/2015 9:00:00 AM"
1,1.59,"3/11/2015 9:00:00 AM"
0.35,0.55,"3/12/2015 2:30:00 PM"
0.35,0.55,"3/12/2015 2:30:00 PM"
0.36,0.58,"3/12/2015 2:30:00 PM"
1.19,1.97,"3/12/2015 2:30:00 PM"
1.31,2.07,"3/12/2015 2:30:00 PM"
1.31,2.1,"3/12/2015 2:30:00 PM"
0.968,1.259,"3/12/2015 9:00:00 AM"
0.968,1.259,"3/12/2015 9:00:00 AM"
1.103,1.45,"3/12/2015 9:00:00 AM"
1.103,1.45,"3/12/2015 9:00:00 AM"
1.103,1.45,"3/12/2015 9:00:00 AM"
0.98,1.61,"3/12/2015 9:00:00 AM"
1.04,1.62,"3/12/2015 9:00:00 AM"
1.05,1.65,"3/12/2015 9:00:00 AM"
1.04,1.65,"3/12/2015 9:00:00 AM"
1.07,1.72,"3/12/2015 9:00:00 AM"
1.11,1.81,"3/12/2015 9:00:00 AM"
0.39,0.6,"3/13/2015 2:30:00 PM"
0.41,0.62,"3/13/2015 2:30:00 PM"
0.41,0.64,"3/13/2015 2:30:00 PM"
1.45,2.4,"3/13/2015 2:30:00 PM"
1.54,2.5,"3/13/2015 2:30:00 PM"
1.58,2.59,"3/13/2015 2:30:00 PM"
1.061,1.371,"3/13/2015 9:00:00 AM"
1.061,1.371,"3/13/2015 9:00:00 AM"
1.273,1.695,"3/13/2015 9:00:00 AM"
1.273,1.695,"3/13/2015 9:00:00 AM"
1.273,1.695,"3/13/2015 9:00:00 AM"
0.39,0.59,"3/13/2015 9:00:00 AM"
0.4,0.6,"3/13/2015 9:00:00 AM"
0.39,0.6,"3/13/2015 9:00:00 AM"
1.24,2.04,"3/13/2015 9:00:00 AM"
1.34,2.19,"3/13/2015 9:00:00 AM"
1.34,2.2,"3/13/2015 9:00:00 AM"
1.19,1.561,"3/14/2015 9:00:00 AM"
1.19,1.561,"3/14/2015 9:00:00 AM"
1.469,2.011,"3/14/2015 9:00:00 AM"
1.469,2.011,"3/14/2015 9:00:00 AM"
1.469,2.011,"3/14/2015 9:00:00 AM"
0.146,0.166,"3/16/2015 2:05:00 PM"
1.178,1.574,"3/16/2015 9:00:00 AM"
1.178,1.574,"3/16/2015 9:00:00 AM"
1.467,2.011,"3/16/2015 9:00:00 AM"
1.467,2.011,"3/16/2015 9:00:00 AM"
1.467,2.011,"3/16/2015 9:00:00 AM"
1.229,1.63,"3/17/2015 9:00:00 AM"
1.229,1.63,"3/17/2015 9:00:00 AM"
1.529,2.103,"3/17/2015 9:00:00 AM"
1.529,2.103,"3/17/2015 9:00:00 AM"
1.529,2.103,"3/17/2015 9:00:00 AM"
1.303,1.735,"3/18/2015 9:00:00 AM"
1.691,2.411,"3/18/2015 9:00:00 AM"
0.088,0.098,"3/18/2015 9:00:00 AM"
1.303,1.735,"3/18/2015 9:00:00 AM"
1.691,2.411,"3/18/2015 9:00:00 AM"
1.691,2.411,"3/18/2015 9:00:00 AM"
0.087,0.095,"3/19/2015 9:00:00 AM"
1.4,1.785,"3/19/2015 9:00:00 AM"
1.4,1.785,"3/19/2015 9:00:00 AM"
1.902,2.543,"3/19/2015 9:00:00 AM"
1.902,2.543,"3/19/2015 9:00:00 AM"
1.902,2.543,"3/19/2015 9:00:00 AM"
0.56,0.81,"3/2/2015 2:30:00 PM"
0.6,0.88,"3/2/2015 2:30:00 PM"
0.6,0.88,"3/2/2015 2:30:00 PM"
1.99,3.12,"3/2/2015 2:30:00 PM"
2.13,3.33,"3/2/2015 2:30:00 PM"
2.15,3.36,"3/2/2015 2:30:00 PM"
1.86,2.99,"3/2/2015 9:00:00 AM"
2.06,3.26,"3/2/2015 9:00:00 AM"
2.08,3.31,"3/2/2015 9:00:00 AM"
0.332,0.413,"3/2/2015 9:00:00 AM"
1.094,1.431,"3/2/2015 9:00:00 AM"
1.094,1.431,"3/2/2015 9:00:00 AM"
1.12,1.47,"3/2/2015 9:00:00 AM"
1.12,1.47,"3/2/2015 9:00:00 AM"
1.12,1.47,"3/2/2015 9:00:00 AM"
0.083,0.595,"3/20/2015 9:00:00 AM"
1.425,2.585,"3/20/2015 9:00:00 AM"
1.425,2.585,"3/20/2015 9:00:00 AM"
1.943,2.663,"3/20/2015 9:00:00 AM"
1.943,2.663,"3/20/2015 9:00:00 AM"
1.943,2.663,"3/20/2015 9:00:00 AM"
0.047,0.055,"3/21/2015 9:30:00 AM"
1.392,1.815,"3/21/2015 9:30:00 AM"
1.928,2.675,"3/21/2015 9:30:00 AM"
1.3,"NA","3/22/2015 3:02:06 PM"
1.515,1.91,"3/23/2015 2:30:00 PM"
2.172,2.922,"3/23/2015 2:30:00 PM"
0.331,0.395,"3/23/2015 2:30:00 PM"
1.3,"NA","3/23/2015 2:48:29 PM"
1.5,"NA","3/23/2015 2:51:29 PM"
0.797,0.983,"3/23/2015 3:10:00 PM"
0.243,0.303,"3/23/2015 9:00:00 AM"
1.446,1.847,"3/23/2015 9:00:00 AM"
2.079,2.808,"3/23/2015 9:00:00 AM"
1.2,"NA","3/24/2015 2:51:46 PM"
0.312,0.4,"3/24/2015 9:00:00 AM"
0.902,1.122,"3/24/2015 9:00:00 AM"
1.467,1.859,"3/24/2015 9:00:00 AM"
0.452,0.56,"3/25/2015 11:10:00 AM"
1.45,"NA","3/25/2015 3:02:27 PM"
0.401,0.534,"3/25/2015 9:00:00 AM"
1.025,1.284,"3/25/2015 9:00:00 AM"
1.452,1.826,"3/25/2015 9:00:00 AM"
1.35,"NA","3/26/2015 3:02:37 PM"
0.475,0.589,"3/26/2015 9:00:00 AM"
0.554,0.793,"3/26/2015 9:00:00 AM"
1.152,1.451,"3/26/2015 9:00:00 AM"
0.49,0.624,"3/27/2015 9:00:00 AM"
0.765,1.144,"3/27/2015 9:00:00 AM"
1.233,1.566,"3/27/2015 9:00:00 AM"
0.622,0.788,"3/28/2015 9:15:00 AM"
0.872,1.229,"3/28/2015 9:15:00 AM"
1.318,1.733,"3/28/2015 9:15:00 AM"
0.63,0.88,"3/3/2015 2:30:00 PM"
0.63,0.88,"3/3/2015 2:30:00 PM"
0.64,0.9,"3/3/2015 2:30:00 PM"
2.17,3.37,"3/3/2015 2:30:00 PM"
2.14,3.37,"3/3/2015 2:30:00 PM"
2.32,3.66,"3/3/2015 2:30:00 PM"
1.98,3.15,"3/3/2015 9:00:00 AM"
2.15,3.37,"3/3/2015 9:00:00 AM"
2.2,3.44,"3/3/2015 9:00:00 AM"
0.66,0.93,"3/3/2015 9:00:00 AM"
0.66,0.93,"3/3/2015 9:00:00 AM"
0.63,0.93,"3/3/2015 9:00:00 AM"
1.141,1.469,"3/3/2015 9:00:00 AM"
1.141,1.469,"3/3/2015 9:00:00 AM"
1.144,1.482,"3/3/2015 9:00:00 AM"
1.144,1.482,"3/3/2015 9:00:00 AM"
1.144,1.482,"3/3/2015 9:00:00 AM"
0.846,1.085,"3/30/2015 9:00:00 AM"
1.206,1.656,"3/30/2015 9:00:00 AM"
1.565,2.001,"3/30/2015 9:00:00 AM"
1.374,1.809,"3/31/2015 9:00:00 AM"
0.893,1.166,"3/31/2015 9:00:00 AM"
1.571,2.01,"3/31/2015 9:00:00 AM"
0.65,0.98,"3/4/2015 2:30:00 PM"
0.65,0.98,"3/4/2015 2:30:00 PM"
0.72,1.07,"3/4/2015 2:30:00 PM"
2.09,3.35,"3/4/2015 2:30:00 PM"
2.09,3.35,"3/4/2015 2:30:00 PM"
2.26,3.67,"3/4/2015 2:30:00 PM"
2.01,3.23,"3/4/2015 9:00:00 AM"
2.21,3.51,"3/4/2015 9:00:00 AM"
2.33,3.72,"3/4/2015 9:00:00 AM"
0.7,0.98,"3/4/2015 9:00:00 AM"
0.7,0.98,"3/4/2015 9:00:00 AM"
0.74,0.99,"3/4/2015 9:00:00 AM"
1.244,1.632,"3/4/2015 9:00:00 AM"
1.244,1.632,"3/4/2015 9:00:00 AM"
1.274,1.684,"3/4/2015 9:00:00 AM"
1.274,1.684,"3/4/2015 9:00:00 AM"
1.274,1.684,"3/4/2015 9:00:00 AM"
1.89,2.96,"3/5/2015 2:30:00 PM"
1.89,3.02,"3/5/2015 2:30:00 PM"
2.04,3.24,"3/5/2015 2:30:00 PM"
0.71,1,"3/5/2015 9:00:00 AM"
0.71,1,"3/5/2015 9:00:00 AM"
0.71,1.09,"3/5/2015 9:00:00 AM"
1.346,1.786,"3/5/2015 9:00:00 AM"
1.346,1.786,"3/5/2015 9:00:00 AM"
1.346,1.786,"3/5/2015 9:00:00 AM"
1.297,1.712,"3/5/2015 9:50:00 AM"
1.297,1.712,"3/5/2015 9:50:00 AM"
1.93,3.11,"3/6/2015 2:30:00 PM"
1.94,3.13,"3/6/2015 2:30:00 PM"
2.05,3.29,"3/6/2015 2:30:00 PM"
0.62,0.94,"3/6/2015 9:00:00 AM"
0.62,0.94,"3/6/2015 9:00:00 AM"
0.63,0.96,"3/6/2015 9:00:00 AM"
1.416,1.923,"3/6/2015 9:00:00 AM"
1.416,1.923,"3/6/2015 9:00:00 AM"
1.499,2.048,"3/6/2015 9:00:00 AM"
1.499,2.048,"3/6/2015 9:00:00 AM"
1.499,2.048,"3/6/2015 9:00:00 AM"
"NA","NA","3/7/2015 2:30:00 PM"
"NA","NA","3/7/2015 2:30:00 PM"
"NA","NA","3/7/2015 2:30:00 PM"
0.64,0.97,"3/7/2015 9:00:00 AM"
0.67,0.99,"3/7/2015 9:00:00 AM"
0.68,1,"3/7/2015 9:00:00 AM"
"NA","NA","3/7/2015 9:00:00 AM"
"NA","NA","3/7/2015 9:00:00 AM"
"NA","NA","3/7/2015 9:00:00 AM"
1.694,2.198,"3/7/2015 9:00:00 AM"
1.694,2.198,"3/7/2015 9:00:00 AM"
1.868,2.474,"3/7/2015 9:00:00 AM"
1.868,2.474,"3/7/2015 9:00:00 AM"
1.868,2.474,"3/7/2015 9:00:00 AM"
"NA","NA","3/8/2015 2:30:00 PM"
"NA","NA","3/8/2015 2:30:00 PM"
"NA","NA","3/8/2015 9:00:00 AM"
"NA","NA","3/8/2015 9:00:00 AM"
"NA","NA","3/8/2015 9:00:00 AM"
1.58,1.973,"3/9/2015 1:50:00 PM"
1.58,1.973,"3/9/2015 1:50:00 PM"
1.758,2.21,"3/9/2015 1:50:00 PM"
1.758,2.21,"3/9/2015 1:50:00 PM"
1.758,2.21,"3/9/2015 1:50:00 PM"
0.7,1.14,"3/9/2015 2:30:00 PM"
0.71,1.14,"3/9/2015 2:30:00 PM"
0.79,1.2,"3/9/2015 2:30:00 PM"
2.17,3.7,"3/9/2015 2:30:00 PM"
2.29,3.79,"3/9/2015 2:30:00 PM"
2.33,3.9,"3/9/2015 2:30:00 PM"
"NA","NA","3/9/2015 2:50:00 PM"
0.793,1.077,"3/9/2015 3:30:00 PM"
0.793,1.077,"3/9/2015 3:30:00 PM"
0.827,1.134,"3/9/2015 3:30:00 PM"
0.827,1.134,"3/9/2015 3:30:00 PM"
0.827,1.134,"3/9/2015 3:30:00 PM"
1.505,1.88,"3/9/2015 9:00:00 AM"
1.505,1.88,"3/9/2015 9:00:00 AM"
1.69,2.133,"3/9/2015 9:00:00 AM"
